"","ID","MonthlyIncome"
"124",994,5670.92504979259
"125",995,5694.43499322199
"126",996,5884.97967648453
"127",997,2499.94939656911
"128",998,16432.7708856486
"129",999,8772.23908257108
"130",1000,2205.2090060826
"131",1001,5952.49183428068
"132",1002,5304.96430047662
"133",1003,5617.72380471997
"134",1004,6619.28819366349
"135",1005,2823.63596250781
"136",1006,5852.75349216282
"137",1007,2341.58437574205
"138",1008,5983.44786755032
"139",1009,19161.8263407792
"140",1010,5674.10797700787
"141",1011,9362.7446865945
"142",1012,5763.50594381297
"143",1013,6007.14797557911
"144",1014,5481.30191317429
"145",1015,5916.5463074962
"146",1016,2459.61596489713
"147",1017,2545.04339429146
"148",1018,8670.35127780438
"149",1019,8772.23908257108
"150",1020,2358.09127300065
"151",1021,5830.80632499967
"152",1022,5767.3260627685
"153",1023,5503.29964010545
"154",1024,9431.9584096969
"155",1025,16107.5321948595
"156",1026,18912.5936206532
"157",1027,5606.85810117883
"158",1028,5643.49109083865
"159",1029,5683.77396274262
"160",1030,9146.59541761274
"161",1031,5603.52077203688
"162",1032,2819.8198270237
"163",1033,12674.6729136774
"164",1034,2403.54838359321
"165",1035,5401.04872246854
"166",1036,2478.31478250816
"167",1037,5688.94820143121
"168",1038,8724.63250932968
"169",1039,12702.1068726313
"170",1040,6001.47101918893
"171",1041,2437.98135083618
"172",1042,2647.29431192836
"173",1043,8675.83806959517
"174",1044,6234.43352854191
"175",1045,2585.37682596344
"176",1046,2205.2090060826
"177",1047,6031.78386159493
"178",1048,12833.002064034
"179",1049,2796.51455665607
"180",1050,5836.60566989266
"181",1051,10053.2136898062
"182",1052,2448.64238131555
"183",1053,5865.09968741125
"184",1054,2652.78110371915
"185",1055,2641.80752013758
"186",1056,2454.44172620855
"187",1057,5922.53393566899
"188",1058,16103.6081793349
"189",1059,6072.40279068599
"190",1060,2636.32072834679
"191",1061,5754.09513649764
"192",1062,6036.95810028351
"193",1063,6177.81266976837
"194",1064,2461.80788524957
"195",1065,6068.87529694464
"196",1066,2317.75784132867
"197",1067,3349.53536171365
"198",1068,19397.7242380652
"199",1069,5648.97788262944
"200",1070,2443.47218050875
"201",1071,2499.90287468288
"202",1072,6218.78654265375
"203",1073,2341.58437574205
"204",1074,5956.01390859637
"205",1075,5721.86895217594
"206",1076,16359.8904675179
"207",1077,19123.4187982436
"208",1078,5339.13123650362
"209",1079,5623.21059651075
"210",1080,6098.16609333325
"211",1081,2754.66890848585
"212",1082,2539.91971537088
"213",1083,2370.89366406445
"214",1084,6120.00936392739
"215",1085,8887.47663666981
"216",1086,9135.89596731155
"217",1087,5694.43499322199
"218",1088,2658.26789550994
"219",1089,2636.32072834679
"220",1090,5688.94820143121
"221",1091,5734.40531202376
"222",1092,6098.06219676423
"223",1093,12720.13002427
"224",1094,5745.37889560534
"225",1095,5757.72509085377
"226",1096,6002.47457327253
"227",1097,3207.67723814518
"228",1098,2718.24457535922
"229",1099,2448.64238131555
"230",1100,6157.18160979103
"231",1101,18835.7785355822
"232",1102,5796.32279798869
"233",1103,6034.58193453306
"234",1104,9971.38279634201
"235",1105,2732.72174132269
"236",1106,2727.2349495319
"237",1107,2767.20526833367
"238",1108,5657.80200356217
"239",1109,5734.40531202376
"240",1110,5694.43499322199
"241",1111,6172.32587797759
"242",1112,12956.8370359639
"243",1113,13077.0605454714
"244",1114,6386.01501252791
"245",1115,9464.87916044163
"246",1116,2727.2349495319
"247",1117,6539.34755605995
"248",1118,5344.61802829441
"249",1119,9474.28996775697
"250",1120,2614.3270392974
"251",1121,9292.96424308834
"252",1122,16424.1691927411
"253",1123,5612.23701292918
"254",1124,16087.1478039626
"255",1125,2454.49228597655
"256",1126,2376.38045585524
"257",1127,2432.4945590454
"258",1128,5315.62129307421
"259",1129,16076.174220381
"260",1130,2266.81393894532
"261",1131,12713.0804562129
"262",1132,16041.69069337
"263",1133,5939.55353322401
"264",1134,2266.81393894532
"265",1135,2641.75696036957
"266",1136,2363.21495192123
"267",1137,2923.59787813804
"268",1138,5876.26343559223
"269",1139,8994.03784374308
"270",1140,15701.5331006431
"271",1141,5945.04032501479
"272",1142,5876.26343559223
"273",1143,9577.74054878991
"274",1144,5598.03398024609
"275",1145,5817.68327876925
"276",1146,5796.32279798869
"277",1147,5168.27637771496
"278",1148,2277.7875225269
"279",1149,2494.46260477832
"280",1150,5985.01064381656
"281",1151,2539.91971537088
"282",1152,5790.8360061979
"283",1153,6154.59678750738
"284",1154,2205.2090060826
"285",1155,6360.64466622221
"286",1156,12115.5461028191
"287",1157,2563.69569001626
"288",1158,5916.33765096301
"289",1159,2539.91971537088
"290",1160,5967.99104626155
"291",1161,2705.60033547096
"292",1162,8931.37097099612
"293",1163,2585.01371309323
"294",1164,9005.82481680887
"295",1165,2796.51455665607
"296",1166,2175.8997177602
"297",1167,8937.41698496955
"298",1168,5694.43499322199
"299",1169,2636.32072834679
"300",1170,2721.74815774111
